index;name;country_y;LON;LAT;geometry_y;bidding_zone_y;NUTS_NAME;NUTS_ID;BZ2;p_nom;carrier;marginal_cost;efficiency
245;FI3 8;FI;27029114;6633089;POINT (27029114 6633089);FI;Manner-Suomi;FI1;FI;0;onwind;0.015;1
246;FI3 9;FI;24136505;6028018933;POINT (24136505 6028018933);FI;Manner-Suomi;FI1;FI;128;OCGT;5.838.461.538;0.39
246;FI3 9;FI;24136505;6028018933;POINT (24136505 6028018933);FI;Manner-Suomi;FI1;FI;695;coal;2.410.344.828;0.464
246;FI3 9;FI;24136505;6028018933;POINT (24136505 6028018933);FI;Manner-Suomi;FI1;FI;0;offwind-ac;0.015;1
246;FI3 9;FI;24136505;6028018933;POINT (24136505 6028018933);FI;Manner-Suomi;FI1;FI;0;offwind-dc;0.015;1
246;FI3 9;FI;24136505;6028018933;POINT (24136505 6028018933);FI;Manner-Suomi;FI1;FI;0;onwind;0.015;1
246;FI3 9;FI;24136505;6028018933;POINT (24136505 6028018933);FI;Manner-Suomi;FI1;FI;0;solar;0.01;1
247;GB4 0;UK;-6024430982;5467754777;POINT (-6024430982 5467754777);UK;Northern Ireland;UKN;UK;0;offwind-ac;0.015;1
247;GB4 0;UK;-6024430982;5467754777;POINT (-6024430982 5467754777);UK;Northern Ireland;UKN;UK;0;offwind-dc;0.015;1
247;GB4 0;UK;-6024430982;5467754777;POINT (-6024430982 5467754777);UK;Northern Ireland;UKN;UK;6.2;oil;1.302.264.631;0.393
247;GB4 0;UK;-6024430982;5467754777;POINT (-6024430982 5467754777);UK;Northern Ireland;UKN;UK;0;onwind;0.015;1
247;GB4 0;UK;-6024430982;5467754777;POINT (-6024430982 5467754777);UK;Northern Ireland;UKN;UK;0;solar;0.01;1
248;GB4 1;UK;-5789795;547300265;POINT (-5789795 547300265);UK;Northern Ireland;UKN;UK;1156;CCGT;47.2;0.5
248;GB4 1;UK;-5789795;547300265;POINT (-5789795 547300265);UK;Northern Ireland;UKN;UK;560;coal;2.410.344.828;0.464
248;GB4 1;UK;-5789795;547300265;POINT (-5789795 547300265);UK;Northern Ireland;UKN;UK;0;offwind-ac;0.015;1
248;GB4 1;UK;-5789795;547300265;POINT (-5789795 547300265);UK;Northern Ireland;UKN;UK;0;offwind-dc;0.015;1
248;GB4 1;UK;-5789795;547300265;POINT (-5789795 547300265);UK;Northern Ireland;UKN;UK;258;oil;1.302.264.631;0.393
248;GB4 1;UK;-5789795;547300265;POINT (-5789795 547300265);UK;Northern Ireland;UKN;UK;0;onwind;0.015;1
248;GB4 1;UK;-5789795;547300265;POINT (-5789795 547300265);UK;Northern Ireland;UKN;UK;0;solar;0.01;1
249;GB4 2;UK;-6496674336;5459656972;POINT (-6496674336 5459656972);UK;Northern Ireland;UKN;UK;408;CCGT;47.2;0.5
249;GB4 2;UK;-6496674336;5459656972;POINT (-6496674336 5459656972);UK;Northern Ireland;UKN;UK;0;offwind-ac;0.015;1
249;GB4 2;UK;-6496674336;5459656972;POINT (-6496674336 5459656972);UK;Northern Ireland;UKN;UK;0;offwind-dc;0.015;1
249;GB4 2;UK;-6496674336;5459656972;POINT (-6496674336 5459656972);UK;Northern Ireland;UKN;UK;56;oil;1.302.264.631;0.393
249;GB4 2;UK;-6496674336;5459656972;POINT (-6496674336 5459656972);UK;Northern Ireland;UKN;UK;0;onwind;0.015;1
249;GB4 2;UK;-6496674336;5459656972;POINT (-6496674336 5459656972);UK;Northern Ireland;UKN;UK;0;solar;0.01;1
250;GB5 0;UK;-4684296;5636525;POINT (-4684296 5636525);UK;Scotland;UKM;UK;0;onwind;0.015;1
250;GB5 0;UK;-4684296;5636525;POINT (-4684296 5636525);UK;Scotland;UKM;UK;7;ror;0;0.9
250;GB5 0;UK;-4684296;5636525;POINT (-4684296 5636525);UK;Scotland;UKM;UK;0;solar;0.01;1
251;GB5 1;UK;-0.4246218;515858786;POINT (-0.4246218 515858786);UK;London;UKI;UK;2.4;biomass;1.495.726.496;0.468
251;GB5 1;UK;-0.4246218;515858786;POINT (-0.4246218 515858786);UK;London;UKI;UK;144;oil;1.302.264.631;0.393
251;GB5 1;UK;-0.4246218;515858786;POINT (-0.4246218 515858786);UK;London;UKI;UK;0;onwind;0.015;1
251;GB5 1;UK;-0.4246218;515858786;POINT (-0.4246218 515858786);UK;London;UKI;UK;0;solar;0.01;1
252;GB5 10;UK;-2332878;5342851175;POINT (-2332878 5342851175);UK;North West (England);UKD;UK;56;CCGT;47.2;0.5
252;GB5 10;UK;-2332878;5342851175;POINT (-2332878 5342851175);UK;North West (England);UKD;UK;0;onwind;0.015;1
252;GB5 10;UK;-2332878;5342851175;POINT (-2332878 5342851175);UK;North West (England);UKD;UK;0;solar;0.01;1
253;GB5 100;UK;-0.11261;51423189;POINT (-0.11261 51423189);UK;London;UKI;UK;0;solar;0.01;1
254;GB5 101;UK;-1694183;52335618;POINT (-1694183 52335618);UK;West Midlands (England);UKG;UK;0;onwind;0.015;1
254;GB5 101;UK;-1694183;52335618;POINT (-1694183 52335618);UK;West Midlands (England);UKG;UK;0;solar;0.01;1
255;GB5 102;UK;-327347383;561643714;POINT (-327347383 561643714);UK;Scotland;UKM;UK;12.5;biomass;1.495.726.496;0.468
255;GB5 102;UK;-327347383;561643714;POINT (-327347383 561643714);UK;Scotland;UKM;UK;0;offwind-ac;0.015;1
255;GB5 102;UK;-327347383;561643714;POINT (-327347383 561643714);UK;Scotland;UKM;UK;0;onwind;0.015;1
255;GB5 102;UK;-327347383;561643714;POINT (-327347383 561643714);UK;Scotland;UKM;UK;0;solar;0.01;1
256;GB5 103;UK;-2290649;55032745;POINT (-2290649 55032745);UK;North East (England);UKC;UK;0;onwind;0.015;1
256;GB5 103;UK;-2290649;55032745;POINT (-2290649 55032745);UK;North East (England);UKC;UK;0;solar;0.01;1
257;GB5 104;UK;-302993232;5590938671;POINT (-302993232 5590938671);UK;Scotland;UKM;UK;0;offwind-ac;0.015;1
257;GB5 104;UK;-302993232;5590938671;POINT (-302993232 5590938671);UK;Scotland;UKM;UK;0;onwind;0.015;1
257;GB5 104;UK;-302993232;5590938671;POINT (-302993232 5590938671);UK;Scotland;UKM;UK;0;solar;0.01;1
258;GB5 11;UK;-324234;55881474;POINT (-324234 55881474);UK;Scotland;UKM;UK;0;onwind;0.015;1
258;GB5 11;UK;-324234;55881474;POINT (-324234 55881474);UK;Scotland;UKM;UK;0;solar;0.01;1
259;GB5 12;UK;-0.8864595;531331115;POINT (-0.8864595 531331115);UK;East Midlands (England);UKF;UK;1772;CCGT;47.2;0.5
259;GB5 12;UK;-0.8864595;531331115;POINT (-0.8864595 531331115);UK;East Midlands (England);UKF;UK;1.2;biomass;1.495.726.496;0.468
259;GB5 12;UK;-0.8864595;531331115;POINT (-0.8864595 531331115);UK;East Midlands (England);UKF;UK;0;onwind;0.015;1
259;GB5 12;UK;-0.8864595;531331115;POINT (-0.8864595 531331115);UK;East Midlands (England);UKF;UK;0;solar;0.01;1
260;GB5 13;UK;-4244843;50460127;POINT (-4244843 50460127);UK;South West (England);UKK;UK;905;CCGT;47.2;0.5
260;GB5 13;UK;-4244843;50460127;POINT (-4244843 50460127);UK;South West (England);UKK;UK;0;offwind-ac;0.015;1
260;GB5 13;UK;-4244843;50460127;POINT (-4244843 50460127);UK;South West (England);UKK;UK;0;onwind;0.015;1
260;GB5 13;UK;-4244843;50460127;POINT (-4244843 50460127);UK;South West (England);UKK;UK;0;solar;0.01;1
261;GB5 14;UK;0.267792;52708011;POINT (0.267792 52708011);UK;East of England;UKH;UK;1159;CCGT;47.2;0.5
261;GB5 14;UK;0.267792;52708011;POINT (0.267792 52708011);UK;East of England;UKH;UK;0;offwind-ac;0.015;1
261;GB5 14;UK;0.267792;52708011;POINT (0.267792 52708011);UK;East of England;UKH;UK;0;offwind-dc;0.015;1
261;GB5 14;UK;0.267792;52708011;POINT (0.267792 52708011);UK;East of England;UKH;UK;0;onwind;0.015;1
261;GB5 14;UK;0.267792;52708011;POINT (0.267792 52708011);UK;East of England;UKH;UK;0;solar;0.01;1
262;GB5 15;UK;-14872745;509190435;POINT (-14872745 509190435);UK;South East (England);UKJ;UK;920;CCGT;47.2;0.5
262;GB5 15;UK;-14872745;509190435;POINT (-14872745 509190435);UK;South East (England);UKJ;UK;0;onwind;0.015;1
262;GB5 15;UK;-14872745;509190435;POINT (-14872745 509190435);UK;South East (England);UKJ;UK;0;solar;0.01;1
263;GB5 16;UK;-2966308667;51612895;POINT (-2966308667 51612895);UK;Wales;UKL;UK;850;CCGT;47.2;0.5
263;GB5 16;UK;-2966308667;51612895;POINT (-2966308667 51612895);UK;Wales;UKL;UK;0;offwind-ac;0.015;1
263;GB5 16;UK;-2966308667;51612895;POINT (-2966308667 51612895);UK;Wales;UKL;UK;0;onwind;0.015;1
263;GB5 16;UK;-2966308667;51612895;POINT (-2966308667 51612895);UK;Wales;UKL;UK;0;solar;0.01;1
264;GB5 17;UK;-1425476;52445129;POINT (-1425476 52445129);UK;West Midlands (England);UKG;UK;0;onwind;0.015;1
264;GB5 17;UK;-1425476;52445129;POINT (-1425476 52445129);UK;West Midlands (England);UKG;UK;0;solar;0.01;1
265;GB5 18;UK;1307373;52593038;POINT (1307373 52593038);UK;East of England;UKH;UK;420;CCGT;47.2;0.5
265;GB5 18;UK;1307373;52593038;POINT (1307373 52593038);UK;East of England;UKH;UK;1216;nuclear;1.690.207.715;0.337
265;GB5 18;UK;1307373;52593038;POINT (1307373 52593038);UK;East of England;UKH;UK;0;offwind-ac;0.015;1
265;GB5 18;UK;1307373;52593038;POINT (1307373 52593038);UK;East of England;UKH;UK;0;offwind-dc;0.015;1
265;GB5 18;UK;1307373;52593038;POINT (1307373 52593038);UK;East of England;UKH;UK;0;onwind;0.015;1
265;GB5 18;UK;1307373;52593038;POINT (1307373 52593038);UK;East of England;UKH;UK;0;solar;0.01;1
266;GB5 19;UK;-0.155182;51525834;POINT (-0.155182 51525834);UK;London;UKI;UK;910;CCGT;47.2;0.5
266;GB5 19;UK;-0.155182;51525834;POINT (-0.155182 51525834);UK;London;UKI;UK;9;OCGT;5.838.461.538;0.39
266;GB5 19;UK;-0.155182;51525834;POINT (-0.155182 51525834);UK;London;UKI;UK;0;solar;0.01;1
267;GB5 2;UK;-25460815;52652644;POINT (-25460815 52652644);UK;West Midlands (England);UKG;UK;0;onwind;0.015;1
267;GB5 2;UK;-25460815;52652644;POINT (-25460815 52652644);UK;West Midlands (England);UKG;UK;0;solar;0.01;1
268;GB5 20;UK;-0.418167;51948074;POINT (-0.418167 51948074);UK;East of England;UKH;UK;0;onwind;0.015;1
268;GB5 20;UK;-0.418167;51948074;POINT (-0.418167 51948074);UK;East of England;UKH;UK;0;solar;0.01;1
269;GB5 21;UK;-320217125;531023695;POINT (-320217125 531023695);UK;Wales;UKL;UK;1895;CCGT;47.2;0.5
269;GB5 21;UK;-320217125;531023695;POINT (-320217125 531023695);UK;Wales;UKL;UK;0;offwind-ac;0.015;1
269;GB5 21;UK;-320217125;531023695;POINT (-320217125 531023695);UK;Wales;UKL;UK;0;offwind-dc;0.015;1
269;GB5 21;UK;-320217125;531023695;POINT (-320217125 531023695);UK;Wales;UKL;UK;0;onwind;0.015;1
269;GB5 21;UK;-320217125;531023695;POINT (-320217125 531023695);UK;Wales;UKL;UK;0;solar;0.01;1
270;GB5 22;UK;-47605135;572309895;POINT (-47605135 572309895);UK;Scotland;UKM;UK;0;offwind-ac;0.015;1
270;GB5 22;UK;-47605135;572309895;POINT (-47605135 572309895);UK;Scotland;UKM;UK;0;offwind-dc;0.015;1
270;GB5 22;UK;-47605135;572309895;POINT (-47605135 572309895);UK;Scotland;UKM;UK;48.7;oil;1.302.264.631;0.393
270;GB5 22;UK;-47605135;572309895;POINT (-47605135 572309895);UK;Scotland;UKM;UK;0;onwind;0.015;1
270;GB5 22;UK;-47605135;572309895;POINT (-47605135 572309895);UK;Scotland;UKM;UK;328.1;ror;0;0.9
270;GB5 22;UK;-47605135;572309895;POINT (-47605135 572309895);UK;Scotland;UKM;UK;0;solar;0.01;1
271;GB5 23;UK;-1179657;5367652825;POINT (-1179657 5367652825);UK;Yorkshire and the Humber;UKE;UK;56;CCGT;47.2;0.5
271;GB5 23;UK;-1179657;5367652825;POINT (-1179657 5367652825);UK;Yorkshire and the Humber;UKE;UK;1960;coal;2.410.344.828;0.464
271;GB5 23;UK;-1179657;5367652825;POINT (-1179657 5367652825);UK;Yorkshire and the Humber;UKE;UK;0;onwind;0.015;1
271;GB5 23;UK;-1179657;5367652825;POINT (-1179657 5367652825);UK;Yorkshire and the Humber;UKE;UK;0;solar;0.01;1
272;GB5 24;UK;-4313114714;5576896186;POINT (-4313114714 5576896186);UK;Scotland;UKM;UK;0;onwind;0.015;1
272;GB5 24;UK;-4313114714;5576896186;POINT (-4313114714 5576896186);UK;Scotland;UKM;UK;0;solar;0.01;1
273;GB5 25;UK;-0.7113645;533189535;POINT (-0.7113645 533189535);UK;East Midlands (England);UKF;UK;1777;CCGT;47.2;0.5
273;GB5 25;UK;-0.7113645;533189535;POINT (-0.7113645 533189535);UK;East Midlands (England);UKF;UK;4020;coal;2.410.344.828;0.464
273;GB5 25;UK;-0.7113645;533189535;POINT (-0.7113645 533189535);UK;East Midlands (England);UKF;UK;40;oil;1.302.264.631;0.393
273;GB5 25;UK;-0.7113645;533189535;POINT (-0.7113645 533189535);UK;East Midlands (England);UKF;UK;0;onwind;0.015;1
273;GB5 25;UK;-0.7113645;533189535;POINT (-0.7113645 533189535);UK;East Midlands (England);UKF;UK;0;solar;0.01;1
274;GB5 26;UK;-2033821077;5229529549;POINT (-2033821077 5229529549);UK;West Midlands (England);UKG;UK;0;onwind;0.015;1
274;GB5 26;UK;-2033821077;5229529549;POINT (-2033821077 5229529549);UK;West Midlands (England);UKG;UK;0;solar;0.01;1
275;GB5 27;UK;-1785965;53750643;POINT (-1785965 53750643);UK;Yorkshire and the Humber;UKE;UK;50;CCGT;47.2;0.5
275;GB5 27;UK;-1785965;53750643;POINT (-1785965 53750643);UK;Yorkshire and the Humber;UKE;UK;0;onwind;0.015;1
275;GB5 27;UK;-1785965;53750643;POINT (-1785965 53750643);UK;Yorkshire and the Humber;UKE;UK;0;solar;0.01;1
276;GB5 28;UK;-2971802;5493661;POINT (-2971802 5493661);UK;North West (England);UKD;UK;0;onwind;0.015;1
276;GB5 28;UK;-2971802;5493661;POINT (-2971802 5493661);UK;North West (England);UKD;UK;0;solar;0.01;1
277;GB5 29;UK;-0.196381;50948045;POINT (-0.196381 50948045);UK;South East (England);UKJ;UK;420;CCGT;47.2;0.5
277;GB5 29;UK;-0.196381;50948045;POINT (-0.196381 50948045);UK;South East (England);UKJ;UK;4.5;biomass;1.495.726.496;0.468
277;GB5 29;UK;-0.196381;50948045;POINT (-0.196381 50948045);UK;South East (England);UKJ;UK;0;offwind-ac;0.015;1
277;GB5 29;UK;-0.196381;50948045;POINT (-0.196381 50948045);UK;South East (England);UKJ;UK;0;offwind-dc;0.015;1
277;GB5 29;UK;-0.196381;50948045;POINT (-0.196381 50948045);UK;South East (England);UKJ;UK;0;onwind;0.015;1
277;GB5 29;UK;-0.196381;50948045;POINT (-0.196381 50948045);UK;South East (England);UKJ;UK;0;solar;0.01;1
278;GB5 3;UK;-0.284271333;5373743717;POINT (-0.284271333 5373743717);UK;Yorkshire and the Humber;UKE;UK;2440;CCGT;47.2;0.5
278;GB5 3;UK;-0.284271333;5373743717;POINT (-0.284271333 5373743717);UK;Yorkshire and the Humber;UKE;UK;600;OCGT;5.838.461.538;0.39
278;GB5 3;UK;-0.284271333;5373743717;POINT (-0.284271333 5373743717);UK;Yorkshire and the Humber;UKE;UK;0;offwind-ac;0.015;1
278;GB5 3;UK;-0.284271333;5373743717;POINT (-0.284271333 5373743717);UK;Yorkshire and the Humber;UKE;UK;0;offwind-dc;0.015;1
278;GB5 3;UK;-0.284271333;5373743717;POINT (-0.284271333 5373743717);UK;Yorkshire and the Humber;UKE;UK;0;onwind;0.015;1
278;GB5 3;UK;-0.284271333;5373743717;POINT (-0.284271333 5373743717);UK;Yorkshire and the Humber;UKE;UK;0;solar;0.01;1
279;GB5 30;UK;-1199569667;5462956217;POINT (-1199569667 5462956217);UK;North East (England);UKC;UK;38;biomass;1.495.726.496;0.468
279;GB5 30;UK;-1199569667;5462956217;POINT (-1199569667 5462956217);UK;North East (England);UKC;UK;1207;nuclear;1.690.207.715;0.337
279;GB5 30;UK;-1199569667;5462956217;POINT (-1199569667 5462956217);UK;North East (England);UKC;UK;0;offwind-ac;0.015;1
279;GB5 30;UK;-1199569667;5462956217;POINT (-1199569667 5462956217);UK;North East (England);UKC;UK;0;offwind-dc;0.015;1
279;GB5 30;UK;-1199569667;5462956217;POINT (-1199569667 5462956217);UK;North East (England);UKC;UK;0;onwind;0.015;1
279;GB5 30;UK;-1199569667;5462956217;POINT (-1199569667 5462956217);UK;North East (England);UKC;UK;0;solar;0.01;1
280;GB5 31;UK;-26909635;533402815;POINT (-26909635 533402815);UK;North West (England);UKD;UK;810;CCGT;47.2;0.5
280;GB5 31;UK;-26909635;533402815;POINT (-26909635 533402815);UK;North West (England);UKD;UK;20;biomass;1.495.726.496;0.468
280;GB5 31;UK;-26909635;533402815;POINT (-26909635 533402815);UK;North West (England);UKD;UK;1961;coal;2.410.344.828;0.464
280;GB5 31;UK;-26909635;533402815;POINT (-26909635 533402815);UK;North West (England);UKD;UK;35;oil;1.302.264.631;0.393
280;GB5 31;UK;-26909635;533402815;POINT (-26909635 533402815);UK;North West (England);UKD;UK;0;onwind;0.015;1
280;GB5 31;UK;-26909635;533402815;POINT (-26909635 533402815);UK;North West (England);UKD;UK;0;solar;0.01;1
281;GB5 32;UK;-0.118213587;5291252632;POINT (-0.118213587 5291252632);UK;East Midlands (England);UKF;UK;1240;CCGT;47.2;0.5
281;GB5 32;UK;-0.118213587;5291252632;POINT (-0.118213587 5291252632);UK;East Midlands (England);UKF;UK;0;offwind-ac;0.015;1
281;GB5 32;UK;-0.118213587;5291252632;POINT (-0.118213587 5291252632);UK;East Midlands (England);UKF;UK;0;onwind;0.015;1
281;GB5 32;UK;-0.118213587;5291252632;POINT (-0.118213587 5291252632);UK;East Midlands (England);UKF;UK;0;solar;0.01;1
282;GB5 33;UK;-2528229;50628558;POINT (-2528229 50628558);UK;South West (England);UKK;UK;50;OCGT;5.838.461.538;0.39
282;GB5 33;UK;-2528229;50628558;POINT (-2528229 50628558);UK;South West (England);UKK;UK;1.1;biomass;1.495.726.496;0.468
282;GB5 33;UK;-2528229;50628558;POINT (-2528229 50628558);UK;South West (England);UKK;UK;0;offwind-ac;0.015;1
282;GB5 33;UK;-2528229;50628558;POINT (-2528229 50628558);UK;South West (England);UKK;UK;0;onwind;0.015;1
282;GB5 33;UK;-2528229;50628558;POINT (-2528229 50628558);UK;South West (England);UKK;UK;0;solar;0.01;1
283;GB5 34;UK;-0.293884;52242938;POINT (-0.293884 52242938);UK;East of England;UKH;UK;740;CCGT;47.2;0.5
283;GB5 34;UK;-0.293884;52242938;POINT (-0.293884 52242938);UK;East of England;UKH;UK;17;oil;1.302.264.631;0.393
283;GB5 34;UK;-0.293884;52242938;POINT (-0.293884 52242938);UK;East of England;UKH;UK;0;onwind;0.015;1
283;GB5 34;UK;-0.293884;52242938;POINT (-0.293884 52242938);UK;East of England;UKH;UK;0;solar;0.01;1
284;GB5 35;UK;-2051697;5160095833;POINT (-2051697 5160095833);UK;South West (England);UKK;UK;10;OCGT;5.838.461.538;0.39
284;GB5 35;UK;-2051697;5160095833;POINT (-2051697 5160095833);UK;South West (England);UKK;UK;1.2;biomass;1.495.726.496;0.468
284;GB5 35;UK;-2051697;5160095833;POINT (-2051697 5160095833);UK;South West (England);UKK;UK;0;onwind;0.015;1
284;GB5 35;UK;-2051697;5160095833;POINT (-2051697 5160095833);UK;South West (England);UKK;UK;0;solar;0.01;1
285;GB5 36;UK;-1383216436;5336237211;POINT (-1383216436 5336237211);UK;Yorkshire and the Humber;UKE;UK;59;CCGT;47.2;0.5
285;GB5 36;UK;-1383216436;5336237211;POINT (-1383216436 5336237211);UK;Yorkshire and the Humber;UKE;UK;33;biomass;1.495.726.496;0.468
285;GB5 36;UK;-1383216436;5336237211;POINT (-1383216436 5336237211);UK;Yorkshire and the Humber;UKE;UK;0;onwind;0.015;1
285;GB5 36;UK;-1383216436;5336237211;POINT (-1383216436 5336237211);UK;Yorkshire and the Humber;UKE;UK;0;solar;0.01;1
286;GB5 37;UK;-3735547714;56044193;POINT (-3735547714 56044193);UK;Scotland;UKM;UK;15;biomass;1.495.726.496;0.468
286;GB5 37;UK;-3735547714;56044193;POINT (-3735547714 56044193);UK;Scotland;UKM;UK;0;offwind-ac;0.015;1
286;GB5 37;UK;-3735547714;56044193;POINT (-3735547714 56044193);UK;Scotland;UKM;UK;0;onwind;0.015;1
286;GB5 37;UK;-3735547714;56044193;POINT (-3735547714 56044193);UK;Scotland;UKM;UK;21;ror;0;0.9
286;GB5 37;UK;-3735547714;56044193;POINT (-3735547714 56044193);UK;Scotland;UKM;UK;0;solar;0.01;1
287;GB5 38;UK;-0.006554644;5178911525;POINT (-0.006554644 5178911525);UK;East of England;UKH;UK;715;CCGT;47.2;0.5
287;GB5 38;UK;-0.006554644;5178911525;POINT (-0.006554644 5178911525);UK;East of England;UKH;UK;2.3;biomass;1.495.726.496;0.468
287;GB5 38;UK;-0.006554644;5178911525;POINT (-0.006554644 5178911525);UK;East of England;UKH;UK;0;onwind;0.015;1
287;GB5 38;UK;-0.006554644;5178911525;POINT (-0.006554644 5178911525);UK;East of England;UKH;UK;0;solar;0.01;1
288;GB5 39;UK;0.7312775;5137906;POINT (0.7312775 5137906);UK;South East (England);UKJ;UK;2272;CCGT;47.2;0.5
288;GB5 39;UK;0.7312775;5137906;POINT (0.7312775 5137906);UK;South East (England);UKJ;UK;0;offwind-ac;0.015;1
288;GB5 39;UK;0.7312775;5137906;POINT (0.7312775 5137906);UK;South East (England);UKJ;UK;56;oil;1.302.264.631;0.393
288;GB5 39;UK;0.7312775;5137906;POINT (0.7312775 5137906);UK;South East (England);UKJ;UK;0;onwind;0.015;1
288;GB5 39;UK;0.7312775;5137906;POINT (0.7312775 5137906);UK;South East (England);UKJ;UK;0;solar;0.01;1
289;GB5 4;UK;-3613586667;5149616733;POINT (-3613586667 5149616733);UK;Wales;UKL;UK;552.3;CCGT;47.2;0.5
289;GB5 4;UK;-3613586667;5149616733;POINT (-3613586667 5149616733);UK;Wales;UKL;UK;14;biomass;1.495.726.496;0.468
289;GB5 4;UK;-3613586667;5149616733;POINT (-3613586667 5149616733);UK;Wales;UKL;UK;1610;coal;2.410.344.828;0.464
289;GB5 4;UK;-3613586667;5149616733;POINT (-3613586667 5149616733);UK;Wales;UKL;UK;0;offwind-ac;0.015;1
289;GB5 4;UK;-3613586667;5149616733;POINT (-3613586667 5149616733);UK;Wales;UKL;UK;51;oil;1.302.264.631;0.393
289;GB5 4;UK;-3613586667;5149616733;POINT (-3613586667 5149616733);UK;Wales;UKL;UK;0;onwind;0.015;1
289;GB5 4;UK;-3613586667;5149616733;POINT (-3613586667 5149616733);UK;Wales;UKL;UK;0;solar;0.01;1
290;GB5 40;UK;-1053314;50900435;POINT (-1053314 50900435);UK;South East (England);UKJ;UK;0;offwind-ac;0.015;1
290;GB5 40;UK;-1053314;50900435;POINT (-1053314 50900435);UK;South East (England);UKJ;UK;0;offwind-dc;0.015;1
290;GB5 40;UK;-1053314;50900435;POINT (-1053314 50900435);UK;South East (England);UKJ;UK;0;onwind;0.015;1
290;GB5 40;UK;-1053314;50900435;POINT (-1053314 50900435);UK;South East (England);UKJ;UK;0;solar;0.01;1
291;GB5 41;UK;-4077748902;5675781567;POINT (-4077748902 5675781567);UK;Scotland;UKM;UK;0;onwind;0.015;1
291;GB5 41;UK;-4077748902;5675781567;POINT (-4077748902 5675781567);UK;Scotland;UKM;UK;185.7;ror;0;0.9
291;GB5 41;UK;-4077748902;5675781567;POINT (-4077748902 5675781567);UK;Scotland;UKM;UK;0;solar;0.01;1
292;GB5 42;UK;-2988281;56567806;POINT (-2988281 56567806);UK;Scotland;UKM;UK;0;offwind-ac;0.015;1
292;GB5 42;UK;-2988281;56567806;POINT (-2988281 56567806);UK;Scotland;UKM;UK;0;onwind;0.015;1
292;GB5 42;UK;-2988281;56567806;POINT (-2988281 56567806);UK;Scotland;UKM;UK;0;solar;0.01;1
293;GB5 43;UK;-18039552;525484002;POINT (-18039552 525484002);UK;West Midlands (England);UKG;UK;0;onwind;0.015;1
293;GB5 43;UK;-18039552;525484002;POINT (-18039552 525484002);UK;West Midlands (England);UKG;UK;0;solar;0.01;1
294;GB5 44;UK;-0.74295;52266477;POINT (-0.74295 52266477);UK;East Midlands (England);UKF;UK;401;CCGT;47.2;0.5
294;GB5 44;UK;-0.74295;52266477;POINT (-0.74295 52266477);UK;East Midlands (England);UKF;UK;0;onwind;0.015;1
294;GB5 44;UK;-0.74295;52266477;POINT (-0.74295 52266477);UK;East Midlands (England);UKF;UK;0;solar;0.01;1
295;GB5 45;UK;-39365385;51699767;POINT (-39365385 51699767);UK;Wales;UKL;UK;2199;CCGT;47.2;0.5
295;GB5 45;UK;-39365385;51699767;POINT (-39365385 51699767);UK;Wales;UKL;UK;0;offwind-ac;0.015;1
295;GB5 45;UK;-39365385;51699767;POINT (-39365385 51699767);UK;Wales;UKL;UK;0;onwind;0.015;1
295;GB5 45;UK;-39365385;51699767;POINT (-39365385 51699767);UK;Wales;UKL;UK;0;solar;0.01;1
296;GB5 46;UK;-0.669163279;5363749937;POINT (-0.669163279 5363749937);UK;Yorkshire and the Humber;UKE;UK;885;CCGT;47.2;0.5
296;GB5 46;UK;-0.669163279;5363749937;POINT (-0.669163279 5363749937);UK;Yorkshire and the Humber;UKE;UK;14;biomass;1.495.726.496;0.468
296;GB5 46;UK;-0.669163279;5363749937;POINT (-0.669163279 5363749937);UK;Yorkshire and the Humber;UKE;UK;25;oil;1.302.264.631;0.393
296;GB5 46;UK;-0.669163279;5363749937;POINT (-0.669163279 5363749937);UK;Yorkshire and the Humber;UKE;UK;0;onwind;0.015;1
296;GB5 46;UK;-0.669163279;5363749937;POINT (-0.669163279 5363749937);UK;Yorkshire and the Humber;UKE;UK;0;solar;0.01;1
297;GB5 47;UK;-27774815;53799392;POINT (-27774815 53799392);UK;North West (England);UKD;UK;1;biomass;1.495.726.496;0.468
297;GB5 47;UK;-27774815;53799392;POINT (-27774815 53799392);UK;North West (England);UKD;UK;2433;nuclear;1.690.207.715;0.337
297;GB5 47;UK;-27774815;53799392;POINT (-27774815 53799392);UK;North West (England);UKD;UK;0;offwind-ac;0.015;1
297;GB5 47;UK;-27774815;53799392;POINT (-27774815 53799392);UK;North West (England);UKD;UK;0;offwind-dc;0.015;1
297;GB5 47;UK;-27774815;53799392;POINT (-27774815 53799392);UK;North West (England);UKD;UK;0;onwind;0.015;1
297;GB5 47;UK;-27774815;53799392;POINT (-27774815 53799392);UK;North West (England);UKD;UK;0;solar;0.01;1
298;GB5 48;UK;-3886414;52860839;POINT (-3886414 52860839);UK;Wales;UKL;UK;0;offwind-ac;0.015;1
298;GB5 48;UK;-3886414;52860839;POINT (-3886414 52860839);UK;Wales;UKL;UK;0;onwind;0.015;1
298;GB5 48;UK;-3886414;52860839;POINT (-3886414 52860839);UK;Wales;UKL;UK;0;solar;0.01;1
299;GB5 49;UK;-15270996;5504175;POINT (-15270996 5504175);UK;North East (England);UKC;UK;0;offwind-ac;0.015;1
299;GB5 49;UK;-15270996;5504175;POINT (-15270996 5504175);UK;North East (England);UKC;UK;0;offwind-dc;0.015;1
